"ORIGEN","DESTINO","CONCESIÓN","OPERADOR","TIPO","OBSERVACIONES"
"Navalosa","Navaluenga","VACL-036","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"San Juan De La Nava","Navaluenga","VACL-037","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Navalacruz","Navaluenga","VAC-222","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Villanueva Del Campillo","Piedrahita","VACL-162","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Mercadillo","Piedrahita","VACL-162","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Puente Congosto","Piedrahita","VACL-073","Viamar Autocares, S.L.U.","Regular",NA
"La Lastra","Piedrahita","VACL-162","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Cabezas De Bonilla","Piedrahita","VACL-162","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Narros De Saldueña","San Pedro Del Arroyo","VACL-066","Navatour, S.L.","Regular",NA
"Sigeres","San Pedro Del Arroyo","VACL-035","Autobuses Hermanos Rodríguez, S.A.","Regular",NA
"Villatoro","Muñana","VACL-162","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Navadijos","Muñana","VACL-149","Muñoz Travel, S.L.","Regular",NA
"Hoyo De Pinares","Cebreros","VACL-036","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Coto De Puente Viejo","Sanchidrian","VACL-024","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"El Barraco","Ávila","VACL-037","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Navalacruz","Burgohondo","VAC-222","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"El Herradón","San Bartolomé De Pinares","VACL-149","Muñoz Travel, S.L.","Regular",NA
"Ávila","La Colilla","VACL-162","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"El Convento De Duruelo","Blascomillán","VACL-035","Autobuses Hermanos Rodríguez, S.A.","Regular",NA
"Pedro Bernardo","Arenas De San Pedro","VAC-224","La Veloz, S.A.","Regular",NA
"Lanzahita","Arenas De San Pedro","VAC-224","La Veloz SA","Regular",NA
"Herreros De Suso","Fontíveros","VACL-035","Autobuses Hermanos Rodríguez, S.A.","Regular",NA
"El Arenal","Arenas De San Pedro","VACL-149","Muñoz Travel, S.L.","Regular",NA
"Hernansancho","Las Berlanas","VACL-024","Compañía Europea de Viajeros España, S.A. (Cevesa)","Regular",NA
"Quemada","Aranda De Duero","VACL-034","Autocares Castilla y León, S.A.U.","Regular",NA
"Granja ""La Ventosilla""","Aranda De Duero","Vacl-139","Autocares de las Heras, S.L.","Regular",NA
"Rublacedo De Arriba","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Fresno De Rodilla","Burgos","Vacl-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Cardeñadijo","Burgos","VACL-010","Autocares Arceredillo, S.L.","Regular",NA
"Modubar De La Emparedada","Burgos","VACL-010","Autocares Arceredillo, S.L.","Regular",NA
"Cubillo Del Campo","Burgos","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Valdorros","Burgos","VACL-010","Autocares Arceredillo, S.L.","Regular",NA
"Albillos","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Villanueva Matamala","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Villalval","Burgos","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Villasilos","Castrojeriz","VACL-079","Autobuses Amaya, S.L.","Regular",NA
"Mercerreyes","Covarrubias","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Retuerta","Covarrubias","AECL-024","Arlanza Bus, S.L.","Regular",NA
"Villasante","Espinosa De Los Monteros","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Quintanilla Sotoscueva","Espinosa De Los Monteros","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Quintanilla Del Agua","Lerma","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Zael","Lerma","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Moneo","Medina De Pomar","VACL-129","Autobuses Barredo, S.L.","Regular",NA
"Cebrecos","Lerma","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Medina De Pomar","Medina De Pomar","VACL-129","Autobuses Barredo, S.L.","Regular",NA
"Vallegera","Pampliega","VACL-116","Moreno Vicente y Cía, S.L.","Regular",NA
"Crucero","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Coruña Del Conde","Peñaranda De Duero","Vacl-034","Autocares Castilla y León, S.A.U.","Regular",NA
"Villanueva","Soportilla","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Villanueva","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Soportilla","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Bardauri","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Ayuelas","Miranda De Duero","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Ameyugo","Miranda De Duero","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"La Cueva De Roa","Roa","Vacl-139","Autocares de las Heras, S.L.","Regular",NA
"Celada Del Camino","Pampliega","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Los Balbases","Pampliega","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Hontoria Devaldearados","Peñaranda De Duero","VACL-034","Autocares Castilla y León, S.A.U.","Regular",NA
"Brazacorta","Peñaranda De Duero","AECL-019","Autocares Patri, S.A.","Regular",NA
"Miranda De Ebro","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Boada De Roa","Roa","VACL-139","Autocares de las Heras, S.L.","Regular",NA
"Moraza","Treviño","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Fuentelisendo","Roa","VACL-139","Autocares de las Heras, S.L.","Regular",NA
"La Piedra","Villadiego","VACL-019","Autobuses del Pisuerga, S.L.","Regular",NA
"Rabanera Del Pinar","Salas De Los Infantes","AECL-020","Antonio Crespo Cabrito, S.L.","Regular",NA
"Huerta De Abajo","Salas De Los Infantes","AECL-020","Antonio Crespo Cabrito, S.L.","Regular",NA
"Peral De Arlanza","Santa María Del Campo","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Villaverde Del Monte","Santa María Del Campo","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Yudego","Sasamon","VACL-079","Autobuses Amaya, S.L.","Regular",NA
"Cañizar De Argaño","Tardajos","VACL-079","Autobuses Amaya, S.L.","Regular",NA
"Sotovellanos","Villadiego","VACL-079","Autobuses Amaya, S.L.","Regular",NA
"Lezana De Mena","Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Bortedo","Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Entrambasaguas","Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Viergol","Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Burceña","Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Huermeces","Burgos","VACL-019","Autobuses del Pisuerga, S.L.","Regular",NA
"Peñaranda De Duero","Aranda De Duero","VACL-034","Autocares Castilla y León, S.A.U.","Regular",NA
"Fuentenebro","Aranda De Duero","AECL-009","Autocares Víctor Bayo, S.L.","Regular",NA
"Briongos De Cervera","Aranda De Duero","VACL-034","Autocares Castilla y León, S.A.U.","Regular",NA
"Doña Santos","Aranda De Duero","VACL-034","Autocares Castilla y León, S.A.U.","Regular",NA
"Bahabón De Esgueva","Aranda De Duero","VACL-027","Autocares Castilla y León, S.A.U.","Regular",NA
"Cantabrana","Briviesca","VACL-015","Automóviles Soto y Alonso, S.L.","Regular",NA
"Cubillo Del Cesar","Burgos","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Modubar De La Emparedada","Burgos","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Castrillo Del Val","Burgos","VACL-010","Autocares Arceredillo, S.L.","Regular",NA
"Valdorros","Burgos","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Mecerreyes","Lerma","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Tamarón","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Arenillas De Muño","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Mijaralengua","Medina De Pomar","VACL-129","Autobuses Barredo, S.L.","Regular",NA
"Angulo","Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Villagonzalo Pedernales","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Ciadoncha","Lerma","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Montuenga","Lerma","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Tejada","Lerma","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Guzman","Roa","Vacl-139","Autocares de las Heras, S.L.","Regular",NA
"Fuentecén","Roa","Vacl-139","Autocares de las Heras, S.L.","Regular",NA
"Cobos De Cerrato","Lerma","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Garoña","Medina De Pomar","VACL-129","Autobuses Barredo, S.L.","Regular",NA
"Villaquirán De Los Infantes","Burgos","VACL-004","Autobuses de Castilla, S.L.","Regular",NA
"Bugedo","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Santa Gadea Del Cid","Miranda Del Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Ircio","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"El Lago","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Aguillo","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Bozoo","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Ayuelas","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Zaballa","Miranda De Ebro","VACL-110","Autobuses Urbanos Ángel Herrera, S.L.","Regular",NA
"Regumiel De La Sierra","Quintanar De La Sierra","VACL-045","Automóviles La Serrana, S.L.","Regular",NA
"Cabañes De Esgueva","Roa","VACL-139","Autocares de las Heras, S.L.","Regular",NA
"Madrigal Del Monte","Lerma","VACL-007","Autocares Arceredillo, S.L.","Regular",NA
"Pinilla De Los Barruecos","Salas De Los Infantes","AECL-020","Antonio Crespo Cabrito, S.L.","Regular",NA
"Huerta Del Rey","Salas De Los Infantes","AECL-020","Antonio Crespo Cabrito, S.L.","Regular",NA
"Huerta De Arriba","Salas De Los Infantes","AECL-020","Antonio Crespo Cabrito, S.L.","Regular",NA
"Castrojeriz","Villadiego","VACL-079","Autobuses Amaya, S.L.","Regular",NA
"Sasamon","Villadiego","VACL-079","Autobuses Amaya, S.L.","Regular",NA
"La Piedra","Villadiego","VACL-019","Autobuses del Pisuerga, S.L.","Regular",NA
"Villaves","Villarcayo","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Cortiguera","Villarcayo","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Espinosa De Los Monteros","Villarcayo","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Herbosa","Villarcayo","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Cabañas","Villarcayo","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Santa Olaja","Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Leciñana De Mena","Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Ayega","Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Haedillo","Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Regular",NA
"Villovela De Esgueva","Roa","VACL-139","Autocares de las Heras, S.L.","Regular",NA
"Boisan","Astorga","VACL-080","Blas Fernández, S.L.","Regular",NA
"Molinaferrera","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Toralino De La Vega","Astorga","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Porqueros","Astorga","VACL-081","Blas Fernández, S.L.","Regular",NA
"Brazuelo","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Foncebadón","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Regueras De Arriba","La Bañeza","VACL-083","Autocares Franco, S.L.","Regular",NA
"Robledo De La Valduerna","La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Quintana Y Congosto","La Bañeza","VACL-094","Autocares Castilla y León, S.A.U.","Regular",NA
"Castropodame","Bembibre","VACL-108","Autos Pelines, S.A.","Regular",NA
"Arlanza","Bembibre","VACL-108","Autos Pelines, S.A.","Regular",NA
"Antoñán Del Valle","Benavides De Órbigo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Valdecastillo","Boñar","VACL-093","Eugenia Elisa Valdés González, S.A.","Regular",NA
"Villamizar","El Burgo Ranero","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Quilos","Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"San Juan De La Mata","Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"La Utrera","Carrizo De La Ribera","VACL-112","Busletrans, S.L.U.","Regular",NA
"Las Médulas","Carucedo","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"San Félix De La Valdería","Castrocontrigo","VACL-050","Blas Fernández, S.L.","Regular",NA
"Las Salas","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Llamas De Rueda","Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Fresnedo","Cubillos Del Sil","VACL-108","Autos Pelines, S.A.","Regular",NA
"San Pedro De Paradela","Fabero","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"La Valgoma","Fuentes Nuevas","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"La Cueta","Huergas De Babia","VACL-113","Autocares Castilla y León, S.A.U.","Regular",NA
"Torrestío","Huergas De Babia","VACL-113","Autocares Castilla y León, S.A.U.","Regular",NA
"Abelgas De Luna","Huergas De Babia","VACL-113","Autocares Castilla y León, S.A.U.","Regular",NA
"Villarroañe","León","VACL-148","Torobus 2030, S.L.U.","Regular",NA
"Santiago De Las Villas","Canales","VACL-101","Ricardo Morales García","Regular",NA
"Santiago De Las Villas","La Magdalena","VACL-101","Ricardo Morales García","Regular",NA
"Canales","La Magdalena","VACL-101","Ricardo Morales García","Regular",NA
"Santa Olaja De Eslonza","Mansilla De Las Mulas","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"San Miguel De Escalada","Mansilla De Las Mulas","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Villaverde La Chiquita","Mansilla De Las Mulas","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Manzaneda De Torío","Villaquilambre","VACL-109","Empresa Reyero, S.L.","Regular",NA
"Villarino Del Sil","Palacios Del Sil","VACL-039","Autocares Castilla y León, S.A.U.","Regular",NA
"Páramo Del Sil","Páramo Del Sil","VACL-039","Autocares Castilla y León, S.A.U.","Regular",NA
"San Clemente De Valdueza","Ponferrada","VACL-017","Autos Pelines, S.A.","Regular",NA
"Calaveras De Arriba","Puente Almuhey","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Salas De La Ribera","Puente De Domingo Flórez","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Maraña","Riaño","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Valle De Vegacervera","Robles De La Valcueva","VACL-088","Empresa Reyero, S.L.","Regular",NA
"Ferral Del Bernesga","San Andrés Del Rabanedo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Grajal De Campos","Sahagún","VACL-117","Moreno Vicente y Cía, S.L.","Regular",NA
"Calzada De Coto","Sahagún","VACL-117","Moreno Vicente y Cía, S.L.","Regular",NA
"Sahelices Del Rio","Sahagún","VACL-091","Autocares Castilla y León, S.A.U.","Regular",NA
"Zotes Del Páramo","Santa María Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Quintana De Fon","Sueros De Cepeda","VACL-081","Blas Fernández, S.L.","Regular",NA
"San Feliz De Las Lavanderas","Sueros De Cepeda","VACL-081","Blas Fernández, S.L.","Regular",NA
"Otero","Toral De Los Vados","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"San Miguel Del Camino","La Virgen Del Camino","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Barcial De La Loma Ii","Valderas","VACL-038","Linecar, S.A.","Regular",NA
"Carbajal De Fuentes","Valencia De Don Juan","VACL-118","Julián Javier Larrauri González","Regular",NA
"Valverde Enrique","Valencia De Don Juan","VACL-038","Linecar, S.A.","Regular",NA
"Barrillos","La Vecilla De Curueño","VACL-100","Torobus 2030, S.L.U.","Regular",NA
"Tolibia De Abajo","La Vecilla De Curueño","VACL-100","Torobus 2030, S.L.U.","Regular",NA
"Ocero","Vega De Espinareda","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Berlanga Del Bierzo","Vega De Espinareda","VACL-108","Autos Pelines, S.A.","Regular",NA
"Tejedo De Ancares","Vega De Espinareda","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Villares De Órbigo","Veguellina De Órbigo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Santibáñez De La Isla","Veguellina De Órbigo","AECL-107","Blas Fernández, S.L.","Regular",NA
"Robles De Laciana","Villablino","VACL-039","Autocares Castilla y León, S.A.U.","Regular",NA
"Fojedo Del Páramo","Viladangos Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"San Esteban","Villamañán","VACL-063","Hermanos Vivas Santander, S.A.","Regular",NA
"Villarnera De La Vega","Astorga","AECL-107","Blas Fernández, S.L.","Regular",NA
"Priaranza De La Valduerna","Astorga","VACL-080","Blas Fernández, S.L.","Regular",NA
"Otero De Escarpizo","Astorga","VACL-081","Blas Fernández, S.L.","Regular",NA
"Filiel","Astorga","VACL-081","Blas Fernández, S.L.","Regular",NA
"Villarmeriel","Astorga","VACL-081","Blas Fernández, S.L.","Regular",NA
"Chana De Somoza","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"Santa Marina De Somoza","Astorga","VACL-082","Blas Fernández, S.L.","Regular",NA
"San Román De La Vega","Astorga","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"San Adrian Del Valle","La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Quintana& Congosto","La Bañeza","VACL-094","Autocares Castilla y León, S.A.U.","Regular",NA
"Toral De Fondo","La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Posada De La Valduerna","La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Regular",NA
"Robledo De La Valduerna","La Bañeza","VACL-089","Blas Fernández, S.L.","Regular",NA
"Santa Marinica","La Bañeza","VACL-084","Autocares Franco, S.L.","Regular",NA
"San Esteban De Nogales","La Bañeza","VACL-050","Blas Fernández, S.L.","Regular",NA
"Altobar De La Encomienda","La Bañeza","VACL-051","Blas Fernández, S.L.","Regular",NA
"Robledo De Las Traviesas","Bembibre","VACL-108","Autos Pelines, S.A.","Regular",NA
"Turienzo Castañero","Bembibre","VACL-108","Autos Pelines, S.A.","Regular",NA
"Villaverde De Los Cestos","Bembibre","VACL-108","Autos Pelines, S.A.","Regular",NA
"Vozmediano","Boñar","VACL-093","Eugenia Elisa Valdés González, S.A.","Regular",NA
"Lugueros","Boñar","VACL-100","Torobus 2030, S.L.U.","Regular",NA
"Puebla De Lillo","Boñar","VACL-093","Eugenia Elisa Valdés González, S.A.","Regular",NA
"Carracedelo","Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Villabuena","Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
"Villaverde De La Abadía","Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Regular",NA
